timestamp,type,level,position_size,spread_pct,spot_price,futures_price,trade_amount,futures_fee,margin_fee,slippage_cost,total_fees,net_pnl,arbitrage_direction,entry_spread_pct,exit_spread_pct,spread_change_pct,gross_pnl,funding_fee,margin_carry_fee,total_carry_fee,exit_reason,timestamp_str
2025-06-26 01:46:00,entry,1,3803.02751414346,-2.2727272727272556,0.286,0.2795,1087.6658690450295,1.0876658690450296,1.0876658690450296,0.10876658690450296,2.284098324994562,0.0,negative,,,,,,,,,2025-06-26 01:46:00
2025-06-26 21:43:00,exit,1,3803.02751414346,,0.2665,0.2666,1013.5068325192321,1.0135068325192322,1.0135068325192322,0.10135068325192322,7.392439892732099,16.022109052300944,negative,-2.2727272727272556,0.03752345215759436,2.31025072488485,23.414548945033044,2.020588031720292,3.2434875127214187,5.264075544441711,normal,2025-06-26 21:43:00
